categoria;marca;modelo;versao;motor;propulsao;transmissao;ar_condicionado;combustivel;consumo_cidade;consumo_estrada;consumo_cidade_2;consumo_estrada_2;consumo_eletrico_cidade;consumo_eletrico_estrada;consumo_vehp_flex_cidade;consumo_vehp_flex_estrada;consumo_energetico_mj_km;autonomia_eletrica_km;classificacao_pbe;classificacao_geral;selo_conpet
Grande;MG;MG4;URB EV54KWH LUX;Elétrico;Elétrico;A-1;S;E;;;;;53;42,8;;;0,42;358;A;A;-
Grande;MG;MG4;URB EV43KWH COM;Elétrico;Elétrico;A-1;S;E;;;;;56,8;44;;;0,4;299;A;A;-
Grande;MG;MG4;URB EV43KWH LUX;Elétrico;Elétrico;A-1;S;E;;;;;56,8;44;;;0,4;299;A;A;-
Grande;MINI;Countryman;SE EXCLUSIVE;Elétrico;Elétrico;A;S;E;;;;;35;31,8;;;0,61;320;A;A;-
Grande;MINI;Countryman;SE TOP;Elétrico;Elétrico;A;S;E;;;;;35;31,8;;;0,61;320;A;A;-
Grande;MINI;JCW;COUNTRYMAN;2.0 - 16V;Combustão;A-7;S;G;;;9,5;11,6;;;;;2,12;;E;D;-
Grande;MINI;JCW;COUNTRYMAN EX;2.0 - 16V;Combustão;A-7;S;G;;;9,5;11,6;;;;;2,12;;E;D;-
Grande;Nissan;Sentra;SEN CVT;2.0-16V;Combustão;CVT;S;G;;;11;14;;;;;1,79;;C;C;-
Grande;Nissan;Sentra;ADV CVT;2.0-16V;Combustão;CVT;S;G;;;11;14;;;;;1,79;;C;C;-
Grande;Nissan;Sentra;EXC CVT;2.0-16V;Combustão;CVT;S;G;;;11;14;;;;;1,79;;C;C;-
Grande;OMODA;E5;--;Elétrico;Elétrico;A-1;S;E;;;;;44,7;35,2;;;0,51;345;A;A;-
Grande;OMODA;5;HEV COMFORT;1.5-16V;Híbrido;A-1;S;G;;;15,1;13,2;;;;;1,5;;B;B;-
Grande;OMODA;5;HEV LUXURY;1.5-16V;Híbrido;A-1;S;G;;;15,1;13,2;;;;;1,5;;B;B;-
Grande;OMODA;5;HEV PRESTIGE;1.5-16V;Híbrido;A-1;S;G;;;15,1;13,2;;;;;1,5;;B;B;-
Grande;TOYOTA;COROLLA;ALTIS HV;1.8 16V;Híbrido;CVT;S;F;12,5;10,7;17,5;15,2;;;;;1,26;;B;B;-
Grande;TOYOTA;COROLLA;APREMIUMH;1.8 16V;Híbrido;CVT;S;F;12,5;10,7;17,5;15,2;;;;;1,26;;B;B;-
Grande;TOYOTA;COROLLA;GLI HEV;1.8 16V;Híbrido;CVT;S;F;12,5;10,7;17,5;15,2;;;;;1,26;;B;B;-
Grande;TOYOTA;COROLLA;COROLLA ALTIS 20;2.0-16V;Combustão;CVT;S;F;8,3;10,1;11,6;14,6;;;;;1,68;;C;C;-
Grande;TOYOTA;COROLLA;COROLLA GLI 20;2.0-16V;Combustão;CVT;S;F;8,3;10,1;11,6;14,6;;;;;1,68;;C;C;-
Grande;TOYOTA;COROLLA;COROLLA GRS;2.0-16V;Combustão;CVT;S;F;8,3;10,1;11,6;14,6;;;;;1,68;;C;C;-
Grande;TOYOTA;COROLLA;COROLLA XEI 20;2.0-16V;Combustão;CVT;S;F;8,3;10,1;11,6;14,6;;;;;1,68;;C;C;-
Grande;TOYOTA;COROLLA;COROLLA GLI;2.0-16V;Combustão;CVT;S;F;8,3;10,1;11,6;14,6;;;;;1,68;;C;C;-
Grande;TOYOTA;COROLLA HB;GR R;1.6-12V;Combustão;M-6;S;G;;;8,6;10,9;;;;;2,32;;E;D;-
Grande;TOYOTA;COROLLA CROSS;XRV HYBRID;1.8-16V;Híbrido;CVT;S;F;11,6;9,9;16,6;14;;;;;1,36;;B;B;-
Grande;TOYOTA;COROLLA CROSS;XRX HYBRID;1.8-16V;Híbrido;CVT;S;F;11,6;9,9;16,6;14;;;;;1,36;;B;B;-
Grande;TOYOTA;COROLLA CROSS;XR 20;2.0-16V;Combustão;CVT;S;F;7,9;9,2;11,5;13,1;;;;;1,78;;C;C;-
Grande;TOYOTA;COROLLA CROSS;XRE 20;2.0-16V;Combustão;CVT;S;F;7,9;9,2;11,5;13,1;;;;;1,78;;C;C;-
Grande;TOYOTA;COROLLA CROSS;XRX 20;2.0-16V;Combustão;CVT;S;F;7,9;9,2;11,5;13,1;;;;;1,78;;C;C;-
Grande;TOYOTA;COROLLA CROSS;GRS;2.0-16V;Combustão;CVT;S;F;7,9;9,2;11,5;13,1;;;;;1,78;;C;C;-
Grande;VOLVO;EC40;6 CORE;Elétrico;Elétrico;A-1;S;E;;;;;41,7;37,2;;;0,51;385;A;A;-
Grande;VOLVO;EC40;6 PLUS;Elétrico;Elétrico;A-1;S;E;;;;;41,7;37,2;;;0,51;385;A;A;-
Grande;VOLVO;EC40;6 ULTRA;Elétrico;Elétrico;A-1;S;E;;;;;41,7;37,2;;;0,51;385;A;A;-
Grande;VOLVO;EC40;8 CORE;Elétrico;Elétrico;A-1;S;E;;;;;36,6;32,6;;;0,59;404;A;A;-
Grande;VOLVO;EC40;8 PLUS;Elétrico;Elétrico;A-1;S;E;;;;;36,6;32,6;;;0,59;404;A;A;-
Grande;VOLVO;EC40;8 ULTRA;Elétrico;Elétrico;A-1;S;E;;;;;36,6;32,6;;;0,59;404;A;A;-
Grande;VOLVO;EC40;PERF BLACK;Elétrico;Elétrico;A-1;S;E;;;;;36,6;32,6;;;0,59;404;A;A;-
Grande;VOLVO;EC40;PERF ULTRA;Elétrico;Elétrico;A-1;S;E;;;;;36,6;32,6;;;0,59;404;A;A;-
Extra Grande;AUDI;A5;Performance S Edition;2.0 - 16V;Combustão;DCT-7;S;G;;;8,7;11,3;;;;;2,28;;D;D;-
Extra Grande;AUDI;A5 Avant;S line;2.0 - 16V;Combustão;DCT-7;S;G;;;8,4;11;;;;;2,36;;D;D;-
Extra Grande;AUDI;A5 Sedan;S line (ed.0);2.0 - 16V;Combustão;DCT-7;S;G;;;8,3;10,9;;;;;2,39;;D;D;-
Extra Grande;AUDI;A5 Sedan;S line;2.0 - 16V;Combustão;DCT-7;S;G;;;8,4;11;;;;;2,36;;D;D;-
Extra Grande;AUDI;RS 6 Avant;Performance;4.0 - 32V;Híbrido;A-8;S;G;;;5,9;7,8;;;;;3,39;;E;E;-
Extra Grande;AUDI;A6 Avant e-tron;S line;Elétrico;Elétrico;A-1;S;E;;;;;37;31,1;;;0,6;474;A;A;-
Extra Grande;AUDI;A6 e-tron;Performance black;Elétrico;Elétrico;A-1;S;E;;;;;36,4;31,8;;;0,59;445;A;A;-
Extra Grande;AUDI;Q5 SUV;Advanced;2.0 - 16V;Combustão;DCT-7;S;G;;;8,3;10,2;;;;;2,43;;D;D;-
Extra Grande;AUDI;Q5 SUV;S line;2.0 - 16V;Combustão;DCT-7;S;G;;;8,3;10,2;;;;;2,43;;D;D;-
Extra Grande;AUDI;Q5 Sportback;Advanced;2.0 - 16V;Combustão;DCT-7;S;G;;;8,3;10,2;;;;;2,44;;D;D;-
Extra Grande;AUDI;Q5 Sportback;S line;2.0 - 16V;Combustão;DCT-7;S;G;;;8,3;10,2;;;;;2,44;;D;D;-
Extra Grande;AUDI;SQ5 SUV;-;3.0 - 24V;Combustão;DCT-7;S;G;;;7,2;9,2;;;;;2,79;;E;E;-
Extra Grande;AUDI;SQ5 Sportback;-;3.0 - 24V;Combustão;DCT-7;S;G;;;6,9;8,9;;;;;2,9;;E;E;-
Extra Grande;AUDI;Q6 e-tron Quattro;Performance;Elétrico;Elétrico;A-1;S;E;;;;;34;29,6;;;0,64;411;A;A;-
Extra Grande;AUDI;Q6 e-tron Quattro;Performance black;Elétrico;Elétrico;A-1;S;E;;;;;34;29,6;;;0,64;411;A;A;-
Extra Grande;AUDI;Q6 e-tron RWD;Performance;Elétrico;Elétrico;A-1;S;E;;;;;33,8;29,3;;;0,64;411;A;A;-
Extra Grande;AUDI;Q6 Sportback e-tron Quattro;Performance black;Elétrico;Elétrico;A-1;S;E;;;;;35,4;31,2;;;0,61;427;A;A;-
Extra Grande;AUDI;SQ6 Sportback e-tron Quattro;-;Elétrico;Elétrico;A-1;S;E;;;;;35,1;31,9;;;0,6;428;A;A;-
Extra Grande;AUDI;Q7;S Line;3.0 - 24V;Híbrido;A-8;S;G;;;7;8,6;;;;;2,92;;E;E;-
Extra Grande;AUDI;Q8 Sportback;Performance Black;3.0 - 24V;Híbrido;A-8;S;G;;;6,8;7,7;;;;;3,11;;E;E;-
Extra Grande;AUDI;RSQ8;Performance;4.0 - 32V;Combustão;A-8;S;G;;;5,3;7;;;;;3,8;;E;E;-
Extra Grande;AUDI;Q6 e-tron Quattro;Dynamic;Elétrico;Elétrico;A-1;S;E;;;;;35,3;30,6;;;0,61;424;A;A;-
Extra Grande;AUDI;Q6 e-tron Quattro;S line;Elétrico;Elétrico;A-1;S;E;;;;;35,3;30,6;;;0,61;424;A;A;-
Extra Grande;AUDI;Q6 Sportback e-tron Quattro;S line;Elétrico;Elétrico;A-1;S;E;;;;;35,7;31,5;;;0,6;432;A;A;-
Extra Grande;AUDI;SQ6 Sportback e-tron Quattro;-;Elétrico;Elétrico;A-1;S;E;;;;;34,8;31,8;;;0,61;431;A;A;-
Extra Grande;AUDI;A6 e-tron;S line;Elétrico;Elétrico;A-1;S;E;;;;;36,5;32,2;;;0,59;443;A;A;-
Extra Grande;AUDI;RS e-tron GT;Performance;Elétrico;Elétrico;A-1;S;E;;;;;25,2;25,9;;;0,8;348;A;A;-
Extra Grande;BMW;420i;Cabrio;2.0 - 16V;Combustão;A-8;S;G;;;9,8;12,5;;;;;2,02;;C;C;-
Extra Grande;BMW;530e;M SPORT;2.0 - 16V;Plug-in;A-8;S;G;;;10,9;12,3;26,2;26,9;;;0,76;70;A;A;SIM
Extra Grande;BMW;320i;M Sport Flex;2.0 - 16V;Combustão;A-8;S;F;7,4;9;10,5;13,1;;;;;1,88;;C;C;-
Extra Grande;BMW;320i;Sport GP Flex;2.0 - 16V;Combustão;A-8;S;F;7,6;9,2;10,9;13,3;;;;;1,83;;C;C;-
Extra Grande;BMW;320i;GP Flex;2.0 - 16V;Combustão;A-8;S;F;7,6;9,2;10,9;13,3;;;;;1,83;;C;C;-
Extra Grande;BMW;320i;Active Flex;2.0 - 16V;Combustão;A-8;S;F;7,1;8,6;10;12,3;;;;;1,98;;C;C;-
Extra Grande;BMW;330e;-;2.0 - 16V;Plug-in;A-8;S;G;;;9,2;10,8;20,6;24;;;0,92;61;A;A;SIM
Extra Grande;BMW;i7;xDrive60;Elétrico;Elétrico;A;S;E;;;;;31,8;30,3;;;0,65;467;A;A;-
Extra Grande;BMW;I5;M60;Elétrico;Elétrico;A;S;E;;;;;35,1;31,7;;;0,61;393;A;A;-
Extra Grande;BMW;IX;xDrive 50;Elétrico;Elétrico;A;S;E;;;;;33,2;30,3;;;0,64;498;A;A;-
Extra Grande;BMW;iX3;50 XDRIVE MSP;Elétrico;Elétrico;A;S;E;;;;;38,7;35,7;;;0,54;570;A;A;-
Extra Grande;BYD;ATTO 8;GS DM;1.5-16V;Plug-in;A-1;S;G;;;11,4;10,8;30,1;27;;;0,71;111;A;A;SIM
Extra Grande;BYD;HAN;AWD GS 680EV;Elétrico;Elétrico;N.A.;S;E;;;;;30,8;28,1;;;0,69;349;A;A;-
Extra Grande;BYD;SEAL;AWD GS 590EV;Elétrico;Elétrico;N.A.;S;E;;;;;34,9;30,5;;;0,62;372;A;A;-
Extra Grande;BYD;TAN;AWD GS 700EV;Elétrico;Elétrico;N.A.;S;E;;;;;30,2;25,3;;;0,73;430;A;A;-
Extra Grande;BYD;SONG PLUS;GS DM;1.5-16V;Plug-in;A-1;S;G;;;15;11,2;39,5;30,2;;;0,58;63;A;A;SIM
Extra Grande;BYD;SONG PLUS;PREM DM;1.5-16V;Plug-in;A-1;S;G;;;12,2;10,1;33,4;27,5;;;0,67;87;A;A;SIM
Extra Grande;BYD;SONG PLUS;PREM DM (MY27);1.5-16V;Plug-in;A-1;S;G;;;12;10,6;31,7;25,1;;;0,72;83;A;A;SIM
Extra Grande;BYD;SONG PRO;GS DM;1.5-16V;Plug-in;A-1;S;G;;;14,8;12;38,4;30;;;0,6;62;A;A;SIM
Extra Grande;BYD;SONG PRO;GL DM;1.5-16V;Plug-in;A-1;S;G;;;14,7;11;41,1;29,8;;;0,58;49;A;A;SIM
Extra Grande;BYD;SONG PRO;GL DM FLEX;1.5-16V;Plug-in;A-1;S;F;12,1;10,7;16;13,9;43,9;34,1;31,3;22,4;0,53;57;A;A;SIM
Extra Grande;BYD;SONG PRO;GS DM FLEX;1.5-16V;Plug-in;A-1;S;F;11,7;10,5;15,9;13,5;41,9;29,6;30,2;24;0,55;72;A;A;SIM
Extra Grande;BYD;KING;GL DM;1.5-16V;Plug-in;A-1;S;G;;;17,1;13,6;43,5;33,1;;;0,53;35;A;A;SIM
Extra Grande;BYD;KING;GS DM;1.5-16V;Plug-in;A-1;S;G;;;16,4;12,9;45,6;37,3;;;0,49;78;A;A;SIM
Extra Grande;BYD;SEALION 7;GS 690EV;Elétrico;Elétrico;A-1;S;E;;;;;33,2;28,2;;;0,66;360;A;A;-
Extra Grande;CAOA CHANGAN;AVATR 11;EV;Elétrico;Elétrico;A;S;E;;;;;35;32,2;;;0,6;497;A;A;-
Extra Grande;CHEVROLET;BLAZER EV;RS;Elétrico;Elétrico;Automática (A);S;E;;;;;34,2;30,4;;;0,63;481;A;A;-
Extra Grande;CHEVROLET;EQUINOX;ACTIV;1.5T -16V;Combustão;A-8;S;G;;;9;10,7;;;;;2,28;;D;D;-
Extra Grande;CHEVROLET;EQUINOX;RS;1.5T -16V;Combustão;A-8;S;G;;;9;10,7;;;;;2,28;;D;D;-
Extra Grande;CHEVROLET;EQUINOX EV;-;Elétrico;Elétrico;Automática (A);S;E;;;;;37,1;35,6;;;0,56;443;A;A;-
Extra Grande;CHEVROLET;CAPTIVA EV;PR;Elétrico;Elétrico;Automática (A);S;E;;;;;36,2;28,9;;;0,62;304;A;A;-
Extra Grande;FORD;TERRITORY;Titanium;1.5 - 16V;Combustão;A-7;S;G;;;8,8;11,2;;;;;2,26;;D;D;-
Extra Grande;GAC;AION ES;PLUS;Elétrico;Elétrico;A-1;S;E;;;;;47,1;42,9;;;0,45;314;A;A;-
Extra Grande;GAC;HYPTEC HT;ELITE;Elétrico;Elétrico;A-1;S;E;;;;;43,1;33,4;;;0,53;431;A;A;-
Extra Grande;GAC;HYPTEC HT;ULTRA;Elétrico;Elétrico;A-1;S;E;;;;;43,1;33,4;;;0,53;431;A;A;-
Extra Grande;GAC;AION V;ELITE;Elétrico;Elétrico;A-1;S;E;;;;;40,3;34,6;;;0,54;389;A;A;-
Extra Grande;GAC;AION V;PREMIUM;Elétrico;Elétrico;A-1;S;E;;;;;38,8;34,7;;;0,55;325;A;A;-
Extra Grande;Geely;EX5;MAX;Elétrico;Elétrico;A;S;E;;;;;43;37,1;;;0,51;349;A;A;-
Extra Grande;Geely;EX5;PRO;Elétrico;Elétrico;A;S;E;;;;;51;44,7;;;0,42;413;A;A;-
Extra Grande;Geely;EX5 EM-i;MAX / PRO;1.5-16V;Plug-in;A;S;G;;;14,6;13,3;39;34;;;0,55;65;A;A;SIM
Extra Grande;Geely;EX5 EM-i;ULTRA;1.5-16V;Plug-in;A;S;G;;;14,8;13,1;37,1;31,6;;;0,59;112;A;A;SIM
Extra Grande;HONDA;ACCORD HYBRID;TOURING;2.0 - 16V;Híbrido;CVT;S;G;;;17,5;15,6;;;;;1,26;;B;B;-
Extra Grande;HONDA;PRELUDE;TOP;2.0 - 16V;Híbrido;CVT;S;G;;;17,9;15,7;;;;;1,24;;B;B;-
Extra Grande;HONDA;PRELUDE;SP;2.0 - 16V;Híbrido;CVT;S;G;;;17,9;15,7;;;;;1,24;;B;B;-
Extra Grande;Hyundai;IONIQ 5;Platinum;Elétrico;Elétrico;A-1;S;E;;;;;33,6;28,1;;;0,66;374;A;A;-
Extra Grande;Hyundai;IONIQ 5;Ultimate;Elétrico;Elétrico;A-1;S;E;;;;;33,6;28,1;;;0,66;374;A;A;-
Extra Grande;Hyundai;IONIQ 5;Signature;Elétrico;Elétrico;A-1;S;E;;;;;33,6;28,1;;;0,66;374;A;A;-
Extra Grande;JAC;e-J7;e-J7;Elétrico;Elétrico;A-1;S;E;;;;;44;37,1;;;0,5;263;A;A;-
Extra Grande;JETOUR;S06 DM;ADVANCE;1.5-16V;Plug-in;A-1;S;G;;;14;12,6;36,2;28,9;;;0,62;70;A;A;SIM
Extra Grande;JETOUR;S06 DM;PREMIUM;1.5-16V;Plug-in;A-1;S;G;;;14;12,6;36,2;28,9;;;0,62;70;A;A;SIM
Extra Grande;KIA;EV5 2WD;AIR 2WD;ELÉTRICO;Elétrico;A-1;S;E;;;;;37,6;30,5;;;0,6;402;A;A;-
Extra Grande;LEAPMOTOR;C10;REEV;1.E5Lle t-r 1ic6oV/;Plug-In;A-1;S;G;;;12;12;33,5;29,1;;;0,65;111;A;A;SIM
Extra Grande;LEAPMOTOR;C10;Design;ELÉTRICO;Elétrico;A-1;S;E;;;;;35,1;30,8;;;0,61;338;A;A;-
Extra Grande;LEAPMOTOR;B10;LIFE;ELÉTRICO;Elétrico;A-1;S;E;;;;;41,2;32,8;;;0,55;288;A;A;-
Extra Grande;LEXUS;NX350H;DYNAMIC;2.5 - 16V;Híbrido;CVT;S;G;;;15,7;13,8;;;;;1,43;;B;B;-
Extra Grande;LEXUS;NX350H;F-SPORT;2.5 - 16V;Híbrido;CVT;S;G;;;15,7;13,8;;;;;1,43;;B;B;-
Extra Grande;LEXUS;NX350H;LUXURY;2.5 - 16V;Híbrido;CVT;S;G;;;15,7;13,8;;;;;1,43;;B;B;-
Extra Grande;LEXUS;NX 450H PLUG-IN;NX450H PLUG-IN;2.5 - 16V;Plug-in;CVT;S;G;;;14,5;13,1;37,1;29,5;;;0,61;56;A;A;SIM
Extra Grande;LEXUS;RX500H;F-SPORT;2.4 - 16V;Híbrido;A-6;S;G;;;10,8;11;;;;;2;;C;C;-
Extra Grande;LEXUS;RX450H PLUG-IN;I/LEXUS RX450H PLUG-IN;2.5-16V;Plug-in;CVT;S;G;;;14,1;12,6;35;28,5;;;0,64;54;A;A;SIM
Extra Grande;LEXUS;RZ;500e;Elétrico;Elétrico;CVT;S;E;;;;;39,1;32,3;;;0,57;357;A;A;-
Extra Grande;Mercedes-Benz;CLA200;AMG LINE;1.3-16V;Híbrido;DCT-7;S;G;;;12;14;;;;;1,68;;C;C;-
Extra Grande;Mercedes-Benz;CLA200;PROGRESSIVE;1.3-16V;Híbrido;DCT-7;S;G;;;12;14;;;;;1,68;;C;C;-
Extra Grande;Mercedes-Benz;AMG CLA35 4M;;2.0-16V;Híbrido;DCT-8;S;G;;;8,1;11,7;;;;;2,35;;D;D;-
Extra Grande;Mercedes-Benz;AMG CLA45S 4M;;2.0-16V;Combustão;DCT-8;S;G;;;8,1;10,7;;;;;2,44;;D;D;-
Extra Grande;Mercedes-Benz;C200;AMG LINE;1.5-16V;Híbrido;A-9;S;G;;;11,4;14,1;;;;;1,74;;C;C;-
Extra Grande;Mercedes-Benz;C300;AMG LINE;2.0-16V;Híbrido;A-9;S;G;;;10,8;13,4;;;;;1,84;;C;C;-
Extra Grande;Mercedes-Benz;AMG C63S EP;F1;2.0-16V;Plug-in;A-9;S;G;;;7,2;8,1;10,7;11,9;;;1,81;9;C;C;-
Extra Grande;Mercedes-Benz;AMG C63S EP;;2.0-16V;Plug-in;A-9;S;G;;;7,2;8,1;10,7;11,9;;;1,81;9;C;C;-
Extra Grande;Mercedes-Benz;E300;EXCLUSIVE;2.0-16V;Híbrido;A-9;S;G;;;9,9;12,7;;;;;1,99;;C;C;-
Extra Grande;Mercedes-Benz;AMG S63 EP;;4.0-32V;Plug-in;A-9;S;G;;;6,5;7,8;15,4;19,9;;;1,18;25;B;B;-
Extra Grande;Mercedes-Benz;GLB220 4M;AMG LINE;2.0-16V;Híbrido;DCT-8;S;G;;;10,4;13;;;;;1,91;;C;C;-
Extra Grande;Mercedes-Benz;GLB220 4M;PROGRESSIVE;2.0-16V;Híbrido;DCT-8;S;G;;;10,4;13;;;;;1,91;;C;C;-
Extra Grande;Mercedes-Benz;AMG GLB35 4M;;2.0-16V;Híbrido;DCT-8;S;G;;;8,4;9,8;;;;;2,46;;D;D;-
Extra Grande;Mercedes-Benz;AMG GLC43;CO;2.0-16V;Híbrido;A-9;S;G;;;7,3;9,1;;;;;2,79;;E;E;-
Extra Grande;Mercedes-Benz;AMG GLC63S EP;;2.0-16V;Plug-in;A-9;S;G;;;7,2;7,8;6,3;7,6;;;2,98;18;E;E;-
Extra Grande;Mercedes-Benz;AMG GLE53 4M;;3.0-24V;Híbrido;A-9;S;G;;;7,3;8,9;;;;;2,81;;E;E;-
Extra Grande;Mercedes-Benz;AMG GLE63 S CO;Coupé;4.0-32V;Híbrido;A-9;S;G;;;5,9;7,3;;;;;3,48;;E;E;-
Extra Grande;Mercedes-Benz;GLS450 4M;AMG L;3.0-24V;Híbrido;A-9;S;G;;;7,5;9;;;;;2,75;;E;E;-
Extra Grande;Mercedes-Benz;EQB250+;;Elétrico;Elétrico;A-1;S;E;;;;;40,3;36,6;;;0,53;376;A;A;-
Extra Grande;Mercedes-Benz;AMG GLC43;;2.0-16V;Híbrido;A-9;S;G;;;6,8;8,7;;;;;2,98;;E;E;-
Extra Grande;Mercedes-Benz;AMG GLC43;;2.0-16V;Híbrido;A-9;S;G;;;7,3;9,1;;;;;2,79;;E;E;-
Extra Grande;Mercedes-Benz;E300;EXCLUSIVE;2.0-16V;Híbrido;A-9;S;G;;;9,7;12,3;;;;;2,05;;C;C;-
Extra Grande;Mercedes-Benz;GLB250;EV AMGL;Elétrico;Elétrico;A-1;S;E;;;;;37,8;33,4;;;0,57;427;A;A;-
Extra Grande;Mitsubishi;Outlander;HPE-S E;2.4-16V;Plug-in;AT;S;G;;;11,6;10,4;27,7;25,2;;;0,77;58;A;A;SIM
Extra Grande;Mitsubishi;Outlander;SIGNATURE E;2.4-16V;Plug-in;AT;S;G;;;11,6;10,4;27,7;25,2;;;0,77;58;A;A;SIM
Extra Grande;OMODA;7;PHEV LUXURY;1.5-16V;Plug-in;A-1;S;G;;;14;11,9;33,4;28,4;;;0,66;60;A;A;SIM
Extra Grande;OMODA;7;PHEV PRESTIGE;1.5-16V;Plug-in;A-1;S;G;;;14;11,9;33,4;28,4;;;0,66;60;A;A;SIM
Extra Grande;PORSCHE;MACAN;S;2.9-24V;Combustão;DCT-7;S;G;;;7;8,4;;;;;2,96;;E;E;-
Extra Grande;PORSCHE;MACAN;E4;Elétrico;Elétrico;--;S;E;;;;;36,5;31;;;0,6;443;A;A;-
Extra Grande;PORSCHE;MACAN;ETURBO;Elétrico;Elétrico;--;S;E;;;;;36,1;30,3;;;0,61;435;A;A;-
Extra Grande;PORSCHE;MACAN;E4S;Elétrico;Elétrico;--;S;E;;;;;36,2;30,4;;;0,61;438;A;A;-
Extra Grande;PORSCHE;MACAN;GTS (MY 2026);2.9-24V;Combustão;DCT-7;S;G;;;7;8,4;;;;;2,94;;E;E;-
Extra Grande;PORSCHE;MACAN;;2.0-16V;Combustão;DCT-7;S;G;;;7,3;8,5;;;;;2,84;;E;E;-
Extra Grande;PORSCHE;MACAN;T;2.0-16V;Combustão;DCT-7;S;G;;;7,3;8,5;;;;;2,84;;E;E;-
Extra Grande;PORSCHE;MACAN;EGTS;Elétrico;Elétrico;--;S;E;;;;;36,1;30,6;;;0,61;441;A;A;-
Extra Grande;PORSCHE;CAYENNE;E;Elétrico;Elétrico;--;S;E;;;;;35;29,5;;;0,63;493;A;A;-
Extra Grande;PORSCHE;CAYENNE;E OF;Elétrico;Elétrico;--;S;E;;;;;35;29,5;;;0,63;493;A;A;-
Extra Grande;PORSCHE;CAYENNE;E C;Elétrico;Elétrico;--;S;E;;;;;35;29,5;;;0,63;493;A;A;-
Extra Grande;PORSCHE;CAYENNE;E CO;Elétrico;Elétrico;--;S;E;;;;;35;29,5;;;0,63;493;A;A;-
Extra Grande;RENAULT;KOLEOS;E-TECH;1.5T 16V;Híbrido;A-4;S;G;;;13,1;12,1;;;;;1,7;;C;C;-
Extra Grande;TOYOTA;RAV4;SX CONNECT;2.5-16V;Híbrido;CVT;S;G;;;15,3;14,1;;;;;1,43;;B;B;-
Extra Grande;TOYOTA;RAV4;S CONNECT;2.5-16V;Híbrido;CVT;S;G;;;15,3;14,1;;;;;1,43;;B;B;-
Extra Grande;TOYOTA;RAV4;SX HYBRID;2.5-16V;Combustão;CVT;S;G;;;16,1;13,5;;;;;1,42;;B;B;-
Extra Grande;VOLVO;ES90;TWIN PE ULT;Elétrico;Elétrico;A-1;S;E;;;;;38,9;34,3;;;0,55;524;A;A;-
Extra Grande;TOYOTA;RAV4;S HYBRID;2.5-16V;Combustão;CVT;S;G;;;16,1;13,5;;;;;1,42;;B;B;-
Extra Grande;VW;JETTA;GLI;2.0-16V;Combustão;DCT - 7;S;G;;;10,3;13,4;;;;;1,9;;C;C;-
Extra Grande;ZEEKR;001;Flagship;Elétrico;Elétrico;A;S;E;;;;;34,1;30,1;;;0,63;426;A;A;-
Extra Grande;ZEEKR;001;Premium;Elétrico;Elétrico;A;S;E;;;;;34,1;30,1;;;0,63;426;A;A;-
Extra Grande;ZEEKR;7X;Flagship AWD;Elétrico;Elétrico;A;S;E;;;;;34,5;29;;;0,64;423;A;A;-
Extra Grande;ZEEKR;7X;Premium RWD;Elétrico;Elétrico;A;S;E;;;;;39,5;34;;;0,55;491;A;A;-
Utilitário Esportivo Compacto;CAOA CHERY;TIGGO 5X;PRO HA;1.5T -16V;Híbrido;CVT;S;F;8,1;8,5;11,4;11,8;;;;;1,85;;C;C;-
Utilitário Esportivo Compacto;CAOA CHERY;TIGGO 5X;PRO;1.5T -16V;Combustão;CVT;S;F;6,6;8;10;11,7;;;;;2,08;;E;D;-
Utilitário Esportivo Compacto;CAOA CHERY;TIGGO 5X;SPORT;1.5T -16V;Combustão;CVT;S;F;6,6;8;10;11,7;;;;;2,08;;E;D;-
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;LT;1.0T - 12V;Combustão;A-6;S;F;8,1;9,9;11,5;13,8;;;;;1,72;;B;C;-
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;LTZ;1.0T - 12V;Combustão;A-6;S;F;8,1;9,9;11,5;13,8;;;;;1,72;;B;C;-
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;AT;1.0T - 12V;Combustão;A-6;S;F;8,1;9,9;11,5;13,8;;;;;1,72;;B;C;-
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;LT;1.0T - 12V;Combustão;A-6;S;F;8,1;9,9;11,5;13,8;;;;;1,72;;B;C;-
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;LTZ;1.0T - 12V;Combustão;A-6;S;F;8,1;9,9;11,5;13,8;;;;;1,72;;B;C;-
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;RS;1.2T - 12V;Combustão;A-6;S;F;7,6;9,7;11;13,7;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;PREMIER;1.2T - 12V;Combustão;A-6;S;F;7,6;9,7;11;13,7;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;PREMIER;1.2T - 12V;Combustão;A-6;S;F;7,6;9,7;11;13,7;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;CHEVROLET;SONIC;10T AT PR;1.0T - 12V;Combustão;A-6;S;F;8,4;10,4;12,1;14,8;;;;;1,63;;A;C;-
