categoria;marca;modelo;versao;motor;propulsao;transmissao;ar_condicionado;combustivel;consumo_cidade;consumo_estrada;consumo_cidade_2;consumo_estrada_2;consumo_eletrico_cidade;consumo_eletrico_estrada;consumo_vehp_flex_cidade;consumo_vehp_flex_estrada;consumo_energetico_mj_km;autonomia_eletrica_km;classificacao_pbe;classificacao_geral;selo_conpet
Utilitário Esportivo Grande;Renault;DUSTER;DUSTER ICOP CVT;1.6-16V;Combustão;CVT;S;F;7,5;8,3;10,8;11,4;;;;;1,94;;C;C;-
Utilitário Esportivo Grande;Renault;DUSTER;DUSTERINT16 CVT;1.6-16V;Combustão;CVT;S;F;7,5;8,3;10,8;11,4;;;;;1,94;;C;C;-
Utilitário Esportivo Grande;Renault;DUSTER;DUSTER INTP CVT;1.6-16V;Combustão;CVT;S;F;7,5;8,3;10,8;11,4;;;;;1,94;;C;C;-
Utilitário Esportivo Grande;Renault;DUSTER;DUSTER LIF16 CVT;1.6-16V;Combustão;CVT;S;F;7,5;8,3;10,8;11,4;;;;;1,94;;C;C;-
Utilitário Esportivo Grande;Renault;DUSTER;DUSTER ZEN16 CVT;1.6-16V;Combustão;CVT;S;F;7,5;8,3;10,8;11,4;;;;;1,94;;C;C;-
Utilitário Esportivo Grande;Renault;DUSTER;DUSTER INT 16;1.6-16V;Combustão;M-5;S;F;7,6;8,4;11,2;12,3;;;;;1,88;;B;C;-
Utilitário Esportivo Grande;Renault;DUSTER;DUSTER INTP MT;1.6-16V;Combustão;M-5;S;F;7,6;8,4;11,2;12,3;;;;;1,88;;B;C;-
Utilitário Esportivo Grande;Renault;DUSTER;DUSTER ZEN 16;1.6-16V;Combustão;M-5;S;F;7,6;8,4;11,2;12,3;;;;;1,88;;B;C;-
Utilitário Esportivo Grande;Renault;DUSTER;DUSTER ICO TCE;1.3-16V;Combustão;CVT;S;F;7,5;8,6;10,9;12,3;;;;;1,89;;B;C;-
Utilitário Esportivo Grande;Renault;DUSTER;DUSTER ICOUT TCE;1.3-16V;Combustão;CVT;S;F;7,5;8,6;10,9;12,3;;;;;1,89;;B;C;-
Utilitário Esportivo Grande;Renault;DUSTER;DUSTER ZEN13TCE;1.3-16V;Combustão;CVT;S;F;7,5;8,6;10,9;12,3;;;;;1,89;;B;C;-
Utilitário Esportivo Grande;Renault;BOREAL;EVO;1.3-16V;Combustão;DCT-6;S;F;7,8;9,4;11,2;13,6;;;;;1,79;;A;C;-
Utilitário Esportivo Grande;Renault;BOREAL;TECH;1.3-16V;Combustão;DCT-6;S;F;7,8;9,4;11,2;13,6;;;;;1,79;;A;C;-
Utilitário Esportivo Grande;Renault;BOREAL;ICO;1.3-16V;Combustão;DCT-6;S;F;7,8;9,4;11,2;13,6;;;;;1,79;;A;C;-
Utilitário Esportivo Grande;VOLVO;EX40;6 CORE;Elétrico;Elétrico;A-1;S;E;;;;;39,4;34,3;;;0,55;364;A;A;-
Utilitário Esportivo Grande;VOLVO;EX40;6 PLUS;Elétrico;Elétrico;A-1;S;E;;;;;39,4;34,3;;;0,55;364;A;A;-
Utilitário Esportivo Grande;VOLVO;EX40;6 ULTRA;Elétrico;Elétrico;A-1;S;E;;;;;39,4;34,3;;;0,55;364;A;A;-
Utilitário Esportivo Grande;VW;TAOS;HIAGUHTLOINMEÁ 2T5IC0TOSI;1.4 - 16V;Combustão;A - 8;S;F;7,7;9,3;11,1;13,3;;;;;1,81;;A;C;-
Utilitário Esportivo Grande;VW;TAOS;COMAFUOTROTMLÁINTEIC 2O50TSI;1.4 - 16V;Combustão;A - 8;S;F;7,7;9,3;11,1;13,3;;;;;1,81;;A;C;-
Utilitário Esportivo Grande;ZEEKR;X;Premium;Elétrico;Elétrico;A;S;E;;;;;39,5;34,7;;;0,55;332;A;A;-
Utilitário Esportivo Grande 4x4;BMW;X3;M50i;3.0 - 24V;Híbrido;A-8;S;G;;;9,6;10,9;;;;;2,16;;C;D;-
Utilitário Esportivo Grande 4x4;BMW;X3;30 XDRIVE;2.0 - 16V;Híbrido;A-8;S;G;;;10,4;12,2;;;;;1,96;;C;C;-
Utilitário Esportivo Grande 4x4;BMW;X5;xDrive50e MSP;3.0 - 24V;Plug-in;A-8;S;G;;;9,2;9,9;22,8;23,4;;;0,88;76;A;A;SIM
Utilitário Esportivo Grande 4x4;BMW;X5;xDrive50e XLINE;3.0 - 24V;Plug-in;A-8;S;G;;;9,2;9,9;22,8;23,4;;;0,88;76;A;A;SIM
Utilitário Esportivo Grande 4x4;BMW;X5;xDrive50e MSP;3.0 - 24V;Plug-in;A-8;S;G;;;9,2;9,9;22,8;23,4;;;0,88;76;A;A;SIM
Utilitário Esportivo Grande 4x4;BMW;X5;xDrive50e XLINE;3.0 - 24V;Plug-in;A-8;S;G;;;9,2;9,9;22,8;23,4;;;0,88;76;A;A;SIM
Utilitário Esportivo Grande 4x4;BMW;X6;xDrive40i MSP;3.0 - 24V;Híbrido;A-8;S;G;;;9;10,1;;;;;2,33;;C;D;-
Utilitário Esportivo Grande 4x4;BMW;X6;40I MSP DARK ED;3.0 - 24V;Híbrido;A-8;S;G;;;9;10,1;;;;;2,33;;C;D;-
Utilitário Esportivo Grande 4x4;BMW;X7;xDrive40i;3.0 - 24V;Híbrido;A-8;S;G;;;8;8,7;;;;;2,66;;D;E;-
Utilitário Esportivo Grande 4x4;Hyundai;PALISADE;Signature;3.8-24V;Combustão;A-8;S;G;;;6,8;9,3;;;;;2,9;;D;E;-
Utilitário Esportivo Grande 4x4;JETOUR;T2 I-DM;PRM 4X4;1.5-16V;Plug-in;A-3;S;G;;;10,5;9,3;26,1;22,1;;;0,84;106;A;A;SIM
Utilitário Esportivo Grande 4x4;Mercedes-Benz;GLC300 4M;;2.0-16V;Híbrido;A-9;S;G;;;9,5;11,8;;;;;2,11;;C;D;-
Utilitário Esportivo Grande 4x4;Mercedes-Benz;GLC300 4M;CO;2.0-16V;Híbrido;A-9;S;G;;;9,5;11,8;;;;;2,11;;C;D;-
Utilitário Esportivo Grande 4x4;Mercedes-Benz;GLE450D;AMGL;3.0-24V;Híbrido;A-9;S;D;;;10,6;13;;;;;2,32;;C;D;-
Utilitário Esportivo Grande 4x4;Mercedes-Benz;GLE450D;CO AMGL;3.0-24V;Híbrido;A-9;S;D;;;10,6;13;;;;;2,32;;C;D;-
Utilitário Esportivo Grande 4x4;Mitsubishi;Eclipse Cross;HPE-S S-AWC;1.5T-16V;Combustão;CVT;S;G;;;10,2;11,5;;;;;2,03;;C;C;-
Utilitário Esportivo Grande 4x4;Mitsubishi;Eclipse Cross;HPE-S BLACK S-AWC;1.5T-16V;Combustão;CVT;S;G;;;10,2;11,5;;;;;2,03;;C;C;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;GT COUPE;4.0-32V;Combustão;A-8;S;G;;;5,8;7,9;;;;;3,44;;E;E;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;PHEV;3.0-24V;Plug-in;A-8;S;G;;;7,7;8,1;20,2;18,7;;;1,04;52;A;B;SIM
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;CP PHE;3.0-24V;Plug-in;A-8;S;G;;;7,7;8,1;20,2;18,7;;;1,04;52;A;B;SIM
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;CPH BE;3.0-24V;Plug-in;A-8;S;G;;;7,7;8,1;20,2;18,7;;;1,04;52;A;B;SIM
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;PH BE;3.0-24V;Plug-in;A-8;S;G;;;7,7;8,1;20,2;18,7;;;1,04;52;A;B;SIM
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;COUPE;3.0-24V;Combustão;A-8;S;G;;;6,9;8,5;;;;;2,98;;D;E;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;V6;3.0-24V;Combustão;A-8;S;G;;;6,9;8,5;;;;;2,98;;D;E;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;T PHEV;4.0-32V;Plug-in;A-8;S;G;;;7,4;8,1;20,1;19,9;;;1,01;57;A;B;SIM
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;TCPHEV;4.0-32V;Plug-in;A-8;S;G;;;7,4;8,1;20,1;19,9;;;1,01;57;A;B;SIM
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;GTP;4.0-32V;Combustão;A-8;S;G;;;5,9;8,2;;;;;3,34;;E;E;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;GTS CP;4.0-32V;Combustão;A-8;S;G;;;5,9;8,2;;;;;3,34;;E;E;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;S;4.0-32V;Combustão;A-8;S;G;;;5,9;8,2;;;;;3,33;;E;E;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;S CP;4.0-32V;Combustão;A-8;S;G;;;5,9;8,2;;;;;3,33;;E;E;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;S PHEV;3.0-24V;Plug-in;A-8;S;G;;;7,8;8,4;20,6;21,1;;;0,98;57;A;B;SIM
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;SCPHEV;3.0-24V;Plug-in;A-8;S;G;;;7,8;8,4;20,6;21,1;;;0,98;57;A;B;SIM
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;SCPHBE;3.0-24V;Plug-in;A-8;S;G;;;7,8;8,4;20,6;21,1;;;0,98;57;A;B;SIM
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;SPH BE;3.0-24V;Plug-in;A-8;S;G;;;7,8;8,4;20,6;21,1;;;0,98;57;A;B;SIM
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;E;Elétrico;Elétrico;--;S;E;;;;;35;29,5;;;0,63;493;A;A;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;E OF;Elétrico;Elétrico;--;S;E;;;;;35;29,5;;;0,63;493;A;A;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;E C;Elétrico;Elétrico;--;S;E;;;;;35;29,5;;;0,63;493;A;A;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;E CO;Elétrico;Elétrico;--;S;E;;;;;35;29,5;;;0,63;493;A;A;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;ET;Elétrico;Elétrico;--;S;E;;;;;34,3;29,1;;;0,64;481;A;A;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;ET C;Elétrico;Elétrico;--;S;E;;;;;34,3;29,1;;;0,64;481;A;A;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;ET OF;Elétrico;Elétrico;--;S;E;;;;;34,3;29,1;;;0,64;481;A;A;-
Utilitário Esportivo Grande 4x4;PORSCHE;CAYENNE;ET CO;Elétrico;Elétrico;--;S;E;;;;;34,3;29,1;;;0,64;481;A;A;-
Utilitário Esportivo Grande 4x4;VOLVO;XC60;INSC EXPRESS;2.0-16V;Plug-in;A;S;G;;;9,5;9,4;24,4;22,5;;;0,86;48;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC60;T8 CORE;2.0-16V;Plug-in;A;S;G;;;9,5;9,4;24,4;22,5;;;0,86;48;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC60;T8 INSCRIPT;2.0-16V;Plug-in;A;S;G;;;9,5;9,4;24,4;22,5;;;0,86;48;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC60;T8 MOMENTUM;2.0-16V;Plug-in;A;S;G;;;9,5;9,4;24,4;22,5;;;0,86;48;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC60;T8 PLUS;2.0-16V;Plug-in;A;S;G;;;9,5;9,4;24,4;22,5;;;0,86;48;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC60;T8 POLESTAR;2.0-16V;Plug-in;A;S;G;;;9,5;9,4;24,4;22,5;;;0,86;48;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC60;T8 R-DESIGN;2.0-16V;Plug-in;A;S;G;;;9,5;9,4;24,4;22,5;;;0,86;48;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC60;T8 ULT DARK;2.0-16V;Plug-in;A;S;G;;;9,5;9,4;24,4;22,5;;;0,86;48;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC60;T8 ULTIMATE;2.0-16V;Plug-in;A;S;G;;;9,5;9,4;24,4;22,5;;;0,86;48;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC60;T8 ULTRA;2.0-16V;Plug-in;A;S;G;;;9,5;9,4;24,4;22,5;;;0,86;48;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;INSC EXPRESS;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 CORE;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 EXCELLEN;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 INSCRIPT;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 MOMENTUM;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 PLUS;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 POLESTAR;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 R-DESIGN;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 ULT DARK;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 ULTIMATE;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 ULTRA;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 AWD PLUS;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 AWD ULT;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;T8 AWD ULTD;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;XC90;AWD ULT BLA;2.0-16V;Plug-in;A;S;G;;;9,4;9,3;24,1;21,9;;;0,88;47;A;A;SIM
Utilitário Esportivo Grande 4x4;VOLVO;EX90;ULTRA TWIN;Elétrico;Elétrico;A-1;S;E;;;;;32,6;27,4;;;0,68;459;A;A;-
Utilitário Esportivo Grande 4x4;VOLVO;EX90;PLUS TWIN;Elétrico;Elétrico;A-1;S;E;;;;;32,6;27,4;;;0,68;459;A;A;-
Utilitário Esportivo Grande 4x4;VOLVO;EX90;ULT TWIN PER;Elétrico;Elétrico;A-1;S;E;;;;;32,6;27,4;;;0,68;459;A;A;-
Utilitário Esportivo Grande 4x4;VOLVO;EX40;8 CORE;Elétrico;Elétrico;A-1;S;E;;;;;35,7;33;;;0,59;393;A;A;-
Utilitário Esportivo Grande 4x4;VOLVO;EX40;8 PLUS;Elétrico;Elétrico;A-1;S;E;;;;;35,7;33;;;0,59;393;A;A;-
Utilitário Esportivo Grande 4x4;VOLVO;EX40;8 ULTRA;Elétrico;Elétrico;A-1;S;E;;;;;35,7;33;;;0,59;393;A;A;-
Utilitário Esportivo Grande 4x4;VOLVO;EX40;PERF BLACK;Elétrico;Elétrico;A-1;S;E;;;;;35,7;33;;;0,59;393;A;A;-
Utilitário Esportivo Grande 4x4;VOLVO;EX40;PERF ULTRA;Elétrico;Elétrico;A-1;S;E;;;;;35,7;33;;;0,59;393;A;A;-
Utilitário Esportivo Grande 4x4;ZEEKR;X;Flagship;Elétrico;Elétrico;A;S;E;;;;;36,6;32,2;;;0,59;304;A;A;-
Fora de Estrada Compacto;JEEP;RENEGADE;WILLYS 4x4;1.3T-16V;Combustão;A-9;S;F;6,3;7,4;9,2;10,1;;;;;2,28;;D;D;-
Fora de Estrada Compacto;JEEP;RENEGADE;WILLYS 4X4T (MY27);1.3T-16V;Combustão;A-9;S;F;6,3;7,3;9,1;9,7;;;;;2,31;;D;D;-
Fora de Estrada Grande;CHEVROLET;TRAILBLAZER;HC D4A;2.8 - 16V;Combustão;A-8;S;D;;;9,4;11,6;;;;;2,63;;D;D;-
Fora de Estrada Grande;CHEVROLET;TRAILBLAZER;LT D4A;2.8 - 16V;Combustão;A-8;S;D;;;9,4;11,6;;;;;2,63;;D;D;-
Fora de Estrada Grande;DENZA;B5;GS DM;1.5-16V;Plug-in;A-1;S;G;;;8,4;7,9;23;20,4;;;0,93;74;A;A;SIM
Fora de Estrada Grande;FORD;BRONCO SPORT;Badlands;2.0 - 16V;Combustão;A-8;S;G;;;8,4;10,7;;;;;2,37;;B;D;-
Fora de Estrada Grande;GWM;HAVAL H9;EXC;2.4- 16V;Combustão;A-9;S;D;;;9;10,3;;;;;2,83;;E;E;-
Fora de Estrada Grande;GWM;HAVAL H9;SELECTION;2.4-16V;Combustão;A-9;S;D;;;9;10,3;;;;;2,83;;E;E;-
Fora de Estrada Grande;GWM;TANK 300;PHEV;2.0 -16V;Plug-in;A-9;S;G;;;7,5;7,7;18,4;18,7;;;1,09;75;A;B;SIM
Fora de Estrada Grande;GWM;TANK 300;PHEV FLEX;2.0-16V;Plug-in;A-9;S;F;5,4;5,7;7,5;7,6;18,3;18,8;13,1;14,1;1,07;74;A;B;SIM
Fora de Estrada Grande;JEEP;COMMANDER;BLA 2.0 G;2.0T-16V;Combustão;A-9;S;G;;;8;10,3;;;;;2,48;;C;D;-
Fora de Estrada Grande;JEEP;COMMANDER;OVE 2.2 D;2.2T-16V;Combustão;A-9;S;D;;;10,3;13,4;;;;;2,34;;B;D;-
Fora de Estrada Grande;JEEP;COMMANDER;BLK GME (MY27);2.0T-16V;Combustão;A-9;S;F;5,7;7,4;8,2;10,6;;;;;2,42;;C;D;-
Fora de Estrada Grande;JEEP;COMPASS;BLACKHAWK;2.0T-16V;Combustão;A-9;S;G;;;8,5;10,8;;;;;2,36;;B;D;-
Fora de Estrada Grande;JEEP;COMPASS;BLACKHAWK F;2.0T-16V;Combustão;A-9;S;F;6;7,6;8,5;11;;;;;2,32;;B;D;-
Fora de Estrada Grande;JEEP;WRANGLER;UNL RUBI;2.0T-16V;Combustão;A-8;S;G;;;7,2;7,5;;;;;3,03;;E;E;-
Fora de Estrada Grande;KIA;SORENTO;EX;2.2 - 16V;Combustão;DCT - 8;S;D;;;11;13,5;;;;;2,23;;B;D;-
Fora de Estrada Grande;LAND ROVER;RANGE ROVER;PHEV SV;3.0-24V;Plug-in;A-8;S;G;;;7,5;8,4;17,5;19;;;1,12;71;A;B;SIM
Fora de Estrada Grande;LAND ROVER;RANGE ROVER;PHEV SE;3.0-24V;Plug-in;A-8;S;G;;;7,5;8,4;17,5;19;;;1,12;71;A;B;SIM
Fora de Estrada Grande;LAND ROVER;RANGE ROVER;PHEV HSE;3.0-24V;Plug-in;A-8;S;G;;;7,5;8,4;17,5;19;;;1,12;71;A;B;SIM
Fora de Estrada Grande;LAND ROVER;RANGE ROVER;PHEV AB;3.0-24V;Plug-in;A-8;S;G;;;7,5;8,4;17,5;19;;;1,12;71;A;B;SIM
Fora de Estrada Grande;LAND ROVER;DEFENDER 90 D350;HSE XD;3.0-24V;Híbrido;A-8;S;D;;;9,1;10,6;;;;;2,78;;D;E;-
Fora de Estrada Grande;LAND ROVER;DEFENDER 130 D350;X;3.0-24V;Híbrido;A-8;S;D;;;9,2;10,9;;;;;2,73;;D;E;-
Fora de Estrada Grande;LAND ROVER;DEFENDER 130 D350;X7L;3.0-24V;Híbrido;A-8;S;D;;;9,2;10,9;;;;;2,73;;D;E;-
Fora de Estrada Grande;LAND ROVER;VELAR;PHEV AB;2.0-16V;Plug-in;A-8;S;G;;;8,3;9,3;20,6;24,1;;;0,92;40;A;A;SIM
Fora de Estrada Grande;LAND ROVER;DEFENDER 110 D350;TROPHY;3.0-24V;Híbrido;A-8;S;D;;;9,1;10,6;;;;;2,78;;D;E;-
Fora de Estrada Grande;LAND ROVER;DEFENDER 110 D350;HSEXD 7L;3.0-24V;Híbrido;A-8;S;D;;;9,1;10,6;;;;;2,78;;D;E;-
Fora de Estrada Grande;LAND ROVER;DEFENDER 110 D350;X 7L;3.0-24V;Híbrido;A-8;S;D;;;9,1;10,6;;;;;2,78;;D;E;-
Fora de Estrada Grande;LAND ROVER;DISCOVERY;D350 LE;3.0-24V;Híbrido;A-8;S;D;;;9,5;11,8;;;;;2,59;;C;D;-
Fora de Estrada Grande;LAND ROVER;DISCOVERY;D350 TEMPEST;3.0-24V;Híbrido;A-8;S;D;;;9,5;11,8;;;;;2,59;;C;D;-
Fora de Estrada Grande;LAND ROVER;RANGE ROVER SPORT;PHEV S;3.0-24V;Plug-in;A-8;S;G;;;7,5;8,4;17,5;19;;;1,12;71;A;B;SIM
Fora de Estrada Grande;LAND ROVER;RANGE ROVER SPORT;PHEV SE;3.0-24V;Plug-in;A-8;S;G;;;7,5;8,4;17,5;19;;;1,12;71;A;B;SIM
Fora de Estrada Grande;LAND ROVER;RANGE ROVER SPORT;PHEV SED;3.0-24V;Plug-in;A-8;S;G;;;7,5;8,4;17,5;19;;;1,12;71;A;B;SIM
Fora de Estrada Grande;LAND ROVER;RANGE ROVER SPORT;PHEV HSED;3.0-24V;Plug-in;A-8;S;G;;;7,5;8,4;17,5;19;;;1,12;71;A;B;SIM
Fora de Estrada Grande;LAND ROVER;RANGE ROVER SPORT;PHEV AB;3.0-24V;Plug-in;A-8;S;G;;;7,5;8,4;17,5;19;;;1,12;71;A;B;SIM
Fora de Estrada Grande;LAND ROVER;EVOQUE;P250FF AB;2.0-16V;Combustão;A-9;S;F;5,1;6,6;7,4;9,4;;;;;2,71;;D;E;-
Fora de Estrada Grande;LAND ROVER;DISCOVERY SPORT;P250FF LE;2.0-16V;Combustão;A-9;S;F;5,1;6,6;7,2;9,6;;;;;2,74;;D;E;-
Fora de Estrada Grande;LAND ROVER;DISCOVERY SPORT;P250FF LE 7L;2.0-16V;Combustão;A-9;S;F;5,1;6,6;7,2;9,6;;;;;2,74;;D;E;-
Fora de Estrada Grande;LAND ROVER;DISCOVERY SPORT;P250FF SE D;2.0-16V;Combustão;A-9;S;F;5,1;6,6;7,2;9,6;;;;;2,74;;D;E;-
Fora de Estrada Grande;LAND ROVER;DISCOVERY SPORT;P250FF SED7L;2.0-16V;Combustão;A-9;S;F;5,1;6,6;7,2;9,6;;;;;2,74;;D;E;-
Fora de Estrada Grande;Mercedes-Benz;AMG G63;MFKT;4.0-32V;Híbrido;A-9;S;G;;;5,3;6;;;;;4;;E;E;-
Fora de Estrada Grande;Mercedes-Benz;AMG G63 4M;;4.0-32V;Híbrido;A-9;S;G;;;5,4;6,2;;;;;3,95;;E;E;-
Fora de Estrada Grande;Mercedes-Benz;AMG G63 4M;GRD;4.0-32V;Híbrido;A-9;S;G;;;5,4;6,2;;;;;3,95;;E;E;-
Fora de Estrada Grande;TOYOTA;SW4 DIESEL 4X4;DIAMOND AT;2.8-16V;Combustão;A-6;S;D;;;9,3;10,5;;;;;2,74;;D;E;-
Fora de Estrada Grande;TOYOTA;SW4 DIESEL 4X4;SRX PLATINUM AT;2.8-16V;Combustão;A-6;S;D;;;9,3;10,5;;;;;2,74;;D;E;-
Fora de Estrada Grande;VW;TIGUAN;R LINE;2.0 - 16V;Combustão;A - 8;S;G;;;8,9;12,1;;;;;2,19;;A;D;-
Minivan;KIA;CARNIVAL;HEV EX;16 - 16V;Híbrido;DCT-6;S;G;;;11,9;10,2;;;;;1,95;;D;C;-
Minivan;KIA;CARNIVAL;HEV LX;16 - 16V;Híbrido;DCT-6;S;G;;;11,9;10,2;;;;;1,95;;D;C;-
Minivan;KIA;CARNIVAL;HEV SX;16 - 16V;Híbrido;DCT-6;S;G;;;11,9;10,2;;;;;1,95;;D;C;-
Comercial;BYD;ET3;---;Elétrico;Elétrico;N.A.;S;E;;;;;30,7;26,3;;;0,71;170;A;A;-
Comercial;CHEVROLET;ONIX;LOG;1.0 - 12 V;Combustão;M-6;S;F;9,5;11,3;13,5;16,3;;;;;1,45;;A;B;SIM
Comercial;CITROEN;E-JUMPY;CARGO;ELÉTRICO;Elétrico;A-1;S;E;;;;;28,1;26,1;;;0,75;258;A;A;-
Comercial;CITROEN;JUMPER;COMFORT;2.2T-16V;Combustão;M-6;S;D;;;10,4;10,5;;;;;2,57;;C;D;-
Comercial;CITROEN;JUMPER;MB16;2.2T-16V;Combustão;M-6;S;D;;;10,4;10,5;;;;;2,57;;C;D;-
Comercial;CITROEN;JUMPER;CARGOPK;2.2T-16V;Combustão;M-6;S;D;;;10,8;10,4;;;;;2,52;;B;D;-
Comercial;CITROEN;JUMPER;FURG PK;2.2T-16V;Combustão;M-6;S;D;;;10,8;10,4;;;;;2,52;;B;D;-
Comercial;CITROEN;JUMPER;VITRE;2.2T-16V;Combustão;M-6;S;D;;;11;10,6;;;;;2,47;;B;D;-
Comercial;CITROEN;JUMPER;L3H2AMB;2.2T-16V;Combustão;M-6;S;D;;;10,8;10,4;;;;;2,52;;B;D;-
Comercial;CITROEN;JUMPY;CARGO;2.2T-16V;Combustão;M-6;S;D;;;12,4;13,7;;;;;2,05;;A;C;-
Comercial;CITROEN;JUMPY;VITRE;2.2T-16V;Combustão;M-6;S;D;;;12,4;13,7;;;;;2,05;;A;C;-
Comercial;FARIZON;V6E;--;Elétrico;Elétrico;A-1;S;E;;;;;32,1;24,5;;;0,72;156;A;A;-
Comercial;FARIZON;SV;AIR 11M3;Elétrico;Elétrico;A-1;S;E;;;;;23,9;20,3;;;0,92;239;A;A;-
Comercial;FARIZON;SV;AIR PRO11M3;Elétrico;Elétrico;A-1;S;E;;;;;23,9;20,3;;;0,92;239;A;A;-
Comercial;FARIZON;SV;LUX 11M3;Elétrico;Elétrico;A-1;S;E;;;;;23,9;20,3;;;0,92;239;A;A;-
Comercial;FARIZON;SV;LUX PRO11M3;Elétrico;Elétrico;A-1;S;E;;;;;23,9;20,3;;;0,92;239;A;A;-
Comercial;FARIZON;SV;AIR 8M3;Elétrico;Elétrico;A-1;S;E;;;;;25,3;23,1;;;0,84;262;A;A;-
Comercial;FARIZON;SV;AIR PRO 8M3;Elétrico;Elétrico;A-1;S;E;;;;;25,3;23,1;;;0,84;262;A;A;-
Comercial;FARIZON;SV;LUX 8M3;Elétrico;Elétrico;A-1;S;E;;;;;25,3;23,1;;;0,84;262;A;A;-
Comercial;FARIZON;SV;LUX PRO 8M3;Elétrico;Elétrico;A-1;S;E;;;;;25,3;23,1;;;0,84;262;A;A;-
