origin_id;origin_hospital;origin_bairro;destination_id;destination_hospital;destination_bairro;distance_meters;distance_km;duration_seconds;duration_minutes;status;error_message
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;28;HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;VILA NOVA CACHOEIRIN;31320;31.32;2436;40.61;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;29;HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;JARDIM SAO PAULO;37990;37.99;3404;56.74;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;30;HOSP MUN DR CARMINO CARICCHIO;TATUAPE;19760;19.76;2154;35.9;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;31;HOSP MUN TIDE SETUBAL;SAO MIGUEL PAULISTA;42230;42.23;3086;51.44;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;32;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;VILA NHOCUNE;24340;24.34;2573;42.89;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;0;0.0;0;0.0;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;34400;34.4;2630;43.84;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;34770;34.77;3133;52.23;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;36;HOSPITAL MUNICIPAL DR BENEDITO MONTENEGRO;JARDIM IVA;20330;20.33;2141;35.69;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;37;HOSP MUN IGNACIO PROENCA DE GOUVEA;PARQUE DA MOOCA;13190;13.19;1452;24.2;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;38;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;AGUA RASA;16950;16.95;1795;29.93;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;40;HOSPITAL REGIONAL SUL SAO PAULO;SANTO AMARO;9110;9.11;872;14.55;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;42;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;JARDIM SAPOPEMBA;23380;23.38;2102;35.04;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;43;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;JARDIM IRACEMA;27740;27.74;2092;34.88;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;46;HOSP DO SERV PUB MUNICIPAL HSPM;LIBERDADE;10470;10.47;1291;21.53;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;47;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;CAMPO LIMPO;15360;15.36;1488;24.81;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;48;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;CARANDIRU;18830;18.83;1971;32.86;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;49;HOSP MUN VER JOSE STOROPOLLI;PARQUE NOVO MUNDO;26500;26.5;2343;39.05;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;50;CENTRO MEDICO PMESP;TREMEMBE;23870;23.87;2535;42.26;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;51;HOSP MUN CARMEN PRUDENTE;CIDADE TIRADENTES;34730;34.73;3108;51.8;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;53;INSTITUTO DE REABILITACAO LUCY MONTORO;VILA ANDRADE;14230;14.23;1365;22.75;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;55;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;CERQUEIRA CESAR;14150;14.15;1568;26.14;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;56;HOSP MUN SOROCABANA;VILA ROMANA;19050;19.05;1919;31.99;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;57;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;VILA MASCOTE;2700;2.7;299;4.99;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;58;HOSP MUN CAPELA DO SOCORRO;JARDIM DAS IMBUIAS;14260;14.26;1583;26.4;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;59;HOSP MUN JOSANIAS CASTANHA BRAGA;JARDIM ROSCHEL;27330;27.33;2453;40.89;ok;
33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;233;HOSP MUN SOROCABANA;ALTO DE PINHEIROS;18420;18.42;1666;27.78;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;1;HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES;CONSOLACAO;18620;18.62;1794;29.9;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;2;HOSPITAL MUNICIPAL BRASILANDIA;JARDIM MARISTELA;6250;6.25;567;9.45;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;3;HOSPITAL MUNICIPAL GUARAPIRANGA;RIVIERA PAULISTA;40130;40.13;2704;45.08;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;4;INSTITUTO DE INFECTOLOGIA EMILIO RIBAS;SUMARE;15310;15.31;1376;22.94;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;5;HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;IBIRAPUERA;22420;22.42;2105;35.09;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;6;HOSPITAL MATERNIDADE INTERLAGOS;JD LEBLON;41420;41.42;2839;47.33;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;40410;40.41;2800;46.67;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;27660;27.66;2383;39.72;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;27100;27.1;1928;32.13;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;11;HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;VILA ANTONIO;23420;23.42;1840;30.68;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;12;HOSPITAL UNIVERSITARIO DA USP SAO PAULO;BUTANTA;21490;21.49;1741;29.02;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;6480;6.48;605;10.1;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;29150;29.15;2160;36.01;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;35540;35.54;2594;43.25;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;24430;24.43;2110;35.17;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;18;CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO;SANTANA;13880;13.88;1389;23.16;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;19;HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;ITAIM PAULISTA;48160;48.16;2877;47.96;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;20;HOSP MUN PROF DR WALDOMIRO DE PAULA;ITAQUERA;45400;45.4;2820;47.01;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;21;HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP;PARQUE DAS NACOES;39680;39.68;3185;53.09;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;22;HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;BELENZINHO;22180;22.18;1565;26.09;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;23840;23.84;2236;37.27;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;23030;23.03;1981;33.03;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;16630;16.63;1457;24.29;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;26;HOSP MUN INFANTIL MENINO JESUS;BELA VISTA;18750;18.75;1854;30.91;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;28;HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;VILA NOVA CACHOEIRIN;9430;9.43;926;15.45;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;29;HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;JARDIM SAO PAULO;53350;53.35;3398;56.64;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;30;HOSP MUN DR CARMINO CARICCHIO;TATUAPE;23360;23.36;1757;29.29;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;31;HOSP MUN TIDE SETUBAL;SAO MIGUEL PAULISTA;41570;41.57;2563;42.73;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;32;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;VILA NHOCUNE;32549;32.55;2404;40.07;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;36700;36.7;2625;43.75;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;0;0.0;0;0.0;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;34110;34.11;2611;43.52;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;36;HOSPITAL MUNICIPAL DR BENEDITO MONTENEGRO;JARDIM IVA;31740;31.74;2509;41.82;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;37;HOSP MUN IGNACIO PROENCA DE GOUVEA;PARQUE DA MOOCA;27360;27.36;2033;33.89;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;38;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;AGUA RASA;24860;24.86;1797;29.96;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;40;HOSPITAL REGIONAL SUL SAO PAULO;SANTO AMARO;35990;35.99;2385;39.76;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;42;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;JARDIM SAPOPEMBA;37680;37.68;2852;47.54;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;43;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;JARDIM IRACEMA;6900;6.9;540;9.01;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;46;HOSP DO SERV PUB MUNICIPAL HSPM;LIBERDADE;22140;22.14;1965;32.75;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;47;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;CAMPO LIMPO;35110;35.11;2249;37.5;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;48;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;CARANDIRU;18340;18.34;1552;25.88;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;49;HOSP MUN VER JOSE STOROPOLLI;PARQUE NOVO MUNDO;25830;25.83;1820;30.34;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;50;CENTRO MEDICO PMESP;TREMEMBE;16900;16.9;1579;26.32;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;51;HOSP MUN CARMEN PRUDENTE;CIDADE TIRADENTES;44560;44.56;3453;57.56;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;53;INSTITUTO DE REABILITACAO LUCY MONTORO;VILA ANDRADE;32930;32.93;2114;35.25;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;55;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;CERQUEIRA CESAR;17110;17.11;1611;26.87;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;56;HOSP MUN SOROCABANA;VILA ROMANA;10810;10.81;962;16.05;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;57;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;VILA MASCOTE;33910;33.91;2360;39.34;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;58;HOSP MUN CAPELA DO SOCORRO;JARDIM DAS IMBUIAS;44870;44.87;3258;54.31;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;59;HOSP MUN JOSANIAS CASTANHA BRAGA;JARDIM ROSCHEL;57940;57.94;4128;68.8;ok;
34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;233;HOSP MUN SOROCABANA;ALTO DE PINHEIROS;13450;13.45;1318;21.98;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;1;HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES;CONSOLACAO;31230;31.23;2324;38.74;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;2;HOSPITAL MUNICIPAL BRASILANDIA;JARDIM MARISTELA;36880;36.88;2288;38.15;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;3;HOSPITAL MUNICIPAL GUARAPIRANGA;RIVIERA PAULISTA;62910;62.91;3614;60.24;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;4;INSTITUTO DE INFECTOLOGIA EMILIO RIBAS;SUMARE;33270;33.27;2208;36.81;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;5;HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;IBIRAPUERA;35000;35.0;2573;42.89;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;6;HOSPITAL MATERNIDADE INTERLAGOS;JD LEBLON;64209;64.21;3749;62.49;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;63200;63.2;3710;61.83;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;24640;24.64;2518;41.97;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;49890;49.89;2837;47.3;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;11;HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;VILA ANTONIO;46210;46.21;2750;45.85;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;12;HOSPITAL UNIVERSITARIO DA USP SAO PAULO;BUTANTA;44280;44.28;2650;44.18;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;37080;37.08;2315;38.59;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;19610;19.61;2063;34.39;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;15830;15.83;1566;26.11;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;22670;22.67;2334;38.91;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;18;CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO;SANTANA;28770;28.77;2048;34.14;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;19;HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;ITAIM PAULISTA;9960;9.96;1125;18.76;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;20;HOSP MUN PROF DR WALDOMIRO DE PAULA;ITAQUERA;7240;7.24;752;12.54;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;21;HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP;PARQUE DAS NACOES;32860;32.86;3093;51.56;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;22;HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;BELENZINHO;21510;21.51;1513;25.22;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;24730;24.73;2651;44.19;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;21080;21.08;2242;37.38;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;30200;30.2;1984;33.07;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;26;HOSP MUN INFANTIL MENINO JESUS;BELA VISTA;31120;31.12;2325;38.75;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;28;HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;VILA NOVA CACHOEIRIN;34990;34.99;2193;36.55;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;29;HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;JARDIM SAO PAULO;12590;12.59;1334;22.24;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;30;HOSP MUN DR CARMINO CARICCHIO;TATUAPE;12320;12.32;1330;22.18;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;31;HOSP MUN TIDE SETUBAL;SAO MIGUEL PAULISTA;4570;4.57;553;9.22;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;32;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;VILA NHOCUNE;8580;8.58;1034;17.24;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;42170;42.17;3338;55.64;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;41340;41.34;2581;43.03;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;0;0.0;0;0.0;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;36;HOSPITAL MUNICIPAL DR BENEDITO MONTENEGRO;JARDIM IVA;15410;15.41;1658;27.64;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;37;HOSP MUN IGNACIO PROENCA DE GOUVEA;PARQUE DA MOOCA;19610;19.61;1979;32.99;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;38;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;AGUA RASA;16560;16.56;1696;28.28;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;40;HOSPITAL REGIONAL SUL SAO PAULO;SANTO AMARO;58780;58.78;3295;54.93;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;42;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;JARDIM SAPOPEMBA;17970;17.97;1824;30.4;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;43;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;JARDIM IRACEMA;34690;34.69;2044;34.07;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;46;HOSP DO SERV PUB MUNICIPAL HSPM;LIBERDADE;21140;21.14;2206;36.77;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;47;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;CAMPO LIMPO;57900;57.9;3159;52.66;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;48;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;CARANDIRU;25080;25.08;1627;27.13;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;49;HOSP MUN VER JOSE STOROPOLLI;PARQUE NOVO MUNDO;18050;18.05;1266;21.11;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;50;CENTRO MEDICO PMESP;TREMEMBE;25420;25.42;2149;35.82;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;51;HOSP MUN CARMEN PRUDENTE;CIDADE TIRADENTES;15330;15.33;1449;24.16;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;53;INSTITUTO DE REABILITACAO LUCY MONTORO;VILA ANDRADE;55720;55.72;3024;50.41;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;55;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;CERQUEIRA CESAR;33500;33.5;2345;39.1;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;56;HOSP MUN SOROCABANA;VILA ROMANA;34160;34.16;2155;35.92;ok;
35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;57;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;VILA MASCOTE;42020;42.02;3250;54.18;ok;
