origin_id;origin_hospital;origin_bairro;destination_id;destination_hospital;destination_bairro;distance_meters;distance_km;duration_seconds;duration_minutes;status;error_message
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;32;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;VILA NHOCUNE;29220;29.22;2162;36.05;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;29820;29.82;2319;38.66;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;6370;6.37;585;9.76;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;30770;30.77;2369;39.49;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;36;HOSPITAL MUNICIPAL DR BENEDITO MONTENEGRO;JARDIM IVA;28410;28.41;2267;37.8;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;37;HOSP MUN IGNACIO PROENCA DE GOUVEA;PARQUE DA MOOCA;24020;24.02;1792;29.87;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;38;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;AGUA RASA;21520;21.52;1555;25.93;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;40;HOSPITAL REGIONAL SUL SAO PAULO;SANTO AMARO;29110;29.11;2080;34.67;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;42;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;JARDIM SAPOPEMBA;34340;34.34;2610;43.52;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;43;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;JARDIM IRACEMA;4460;4.46;424;7.07;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;46;HOSP DO SERV PUB MUNICIPAL HSPM;LIBERDADE;18800;18.8;1723;28.73;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;47;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;CAMPO LIMPO;28230;28.23;1944;32.41;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;48;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;CARANDIRU;15000;15.0;1311;21.86;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;49;HOSP MUN VER JOSE STOROPOLLI;PARQUE NOVO MUNDO;22490;22.49;1578;26.31;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;50;CENTRO MEDICO PMESP;TREMEMBE;17950;17.95;1640;27.33;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;51;HOSP MUN CARMEN PRUDENTE;CIDADE TIRADENTES;41220;41.22;3212;53.54;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;53;INSTITUTO DE REABILITACAO LUCY MONTORO;VILA ANDRADE;26050;26.05;1809;30.16;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;55;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;CERQUEIRA CESAR;13050;13.05;1355;22.58;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;56;HOSP MUN SOROCABANA;VILA ROMANA;6680;6.68;677;11.29;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;57;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;VILA MASCOTE;27030;27.03;2055;34.25;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;58;HOSP MUN CAPELA DO SOCORRO;JARDIM DAS IMBUIAS;37990;37.99;2953;49.22;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;59;HOSP MUN JOSANIAS CASTANHA BRAGA;JARDIM ROSCHEL;51060;51.06;3822;63.71;ok;
13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;233;HOSP MUN SOROCABANA;ALTO DE PINHEIROS;9320;9.32;1033;17.22;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;1;HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES;CONSOLACAO;12260;12.26;1316;21.94;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;2;HOSPITAL MUNICIPAL BRASILANDIA;JARDIM MARISTELA;25850;25.85;1989;33.16;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;3;HOSPITAL MUNICIPAL GUARAPIRANGA;RIVIERA PAULISTA;28490;28.49;2860;47.67;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;4;INSTITUTO DE INFECTOLOGIA EMILIO RIBAS;SUMARE;15410;15.41;1666;27.78;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;5;HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;IBIRAPUERA;12190;12.19;1331;22.2;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;6;HOSPITAL MATERNIDADE INTERLAGOS;JD LEBLON;24260;24.26;2516;41.95;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;21380;21.38;2247;37.45;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;6880;6.88;720;12.01;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;19120;19.12;2099;35.0;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;11;HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;VILA ANTONIO;35170;35.17;2451;40.86;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;12;HOSPITAL UNIVERSITARIO DA USP SAO PAULO;BUTANTA;33240;33.24;2351;39.2;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;26040;26.04;2016;33.61;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;0;0.0;0;0.0;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;10600;10.6;1000;16.68;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;5910;5.91;593;9.89;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;18;CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO;SANTANA;17720;17.72;1720;28.67;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;19;HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;ITAIM PAULISTA;35440;35.44;2292;38.2;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;20;HOSP MUN PROF DR WALDOMIRO DE PAULA;ITAQUERA;17220;17.22;1656;27.61;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;21;HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP;PARQUE DAS NACOES;18650;18.65;1437;23.97;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;22;HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;BELENZINHO;8240;8.24;807;13.45;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;10740;10.74;1145;19.09;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;8010;8.01;794;13.25;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;12620;12.62;1243;20.73;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;26;HOSP MUN INFANTIL MENINO JESUS;BELA VISTA;11720;11.72;1303;21.72;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;28;HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;VILA NOVA CACHOEIRIN;23960;23.96;1894;31.57;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;29;HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;JARDIM SAO PAULO;22310;22.31;2077;34.63;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;30;HOSP MUN DR CARMINO CARICCHIO;TATUAPE;9360;9.36;938;15.63;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;31;HOSP MUN TIDE SETUBAL;SAO MIGUEL PAULISTA;28850;28.85;1978;32.97;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;32;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;VILA NHOCUNE;11030;11.03;1115;18.6;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;15100;15.1;1534;25.58;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;30310;30.31;2282;38.04;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;19400;19.4;2012;33.54;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;36;HOSPITAL MUNICIPAL DR BENEDITO MONTENEGRO;JARDIM IVA;6670;6.67;666;11.1;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;37;HOSP MUN IGNACIO PROENCA DE GOUVEA;PARQUE DA MOOCA;5120;5.12;467;7.8;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;38;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;AGUA RASA;6600;6.6;695;11.59;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;40;HOSPITAL REGIONAL SUL SAO PAULO;SANTO AMARO;21600;21.6;2201;36.69;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;42;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;JARDIM SAPOPEMBA;9140;9.14;877;14.62;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;43;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;JARDIM IRACEMA;23650;23.65;1745;29.09;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;46;HOSP DO SERV PUB MUNICIPAL HSPM;LIBERDADE;9840;9.84;1146;19.11;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;47;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;CAMPO LIMPO;26570;26.57;2461;41.02;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;48;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;CARANDIRU;14040;14.04;1299;21.66;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;49;HOSP MUN VER JOSE STOROPOLLI;PARQUE NOVO MUNDO;13110;13.11;1234;20.58;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;50;CENTRO MEDICO PMESP;TREMEMBE;19280;19.28;1873;31.22;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;51;HOSP MUN CARMEN PRUDENTE;CIDADE TIRADENTES;20490;20.49;1949;32.49;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;53;INSTITUTO DE REABILITACAO LUCY MONTORO;VILA ANDRADE;24390;24.39;2326;38.77;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;55;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;CERQUEIRA CESAR;15120;15.12;1650;27.51;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;56;HOSP MUN SOROCABANA;VILA ROMANA;23130;23.13;1856;30.94;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;57;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;VILA MASCOTE;15760;15.76;1637;27.29;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;58;HOSP MUN CAPELA DO SOCORRO;JARDIM DAS IMBUIAS;27710;27.71;2935;48.93;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;59;HOSP MUN JOSANIAS CASTANHA BRAGA;JARDIM ROSCHEL;40780;40.78;3805;63.42;ok;
14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;233;HOSP MUN SOROCABANA;ALTO DE PINHEIROS;28070;28.07;2175;36.27;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;1;HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES;CONSOLACAO;21750;21.75;2134;35.58;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;2;HOSPITAL MUNICIPAL BRASILANDIA;JARDIM MARISTELA;32189;32.19;2453;40.89;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;3;HOSPITAL MUNICIPAL GUARAPIRANGA;RIVIERA PAULISTA;38100;38.1;3749;62.48;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;4;INSTITUTO DE INFECTOLOGIA EMILIO RIBAS;SUMARE;28580;28.58;2373;39.55;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;5;HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;IBIRAPUERA;21680;21.68;2150;35.84;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;6;HOSPITAL MATERNIDADE INTERLAGOS;JD LEBLON;33420;33.42;3226;53.77;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;29100;29.1;2826;47.11;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;16490;16.49;1585;26.42;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;28610;28.61;2918;48.64;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;11;HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;VILA ANTONIO;41510;41.51;2915;48.59;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;12;HOSPITAL UNIVERSITARIO DA USP SAO PAULO;BUTANTA;39590;39.59;2815;46.92;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;32390;32.39;2479;41.33;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;10990;10.99;993;16.55;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;0;0.0;0;0.0;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;15400;15.4;1411;23.53;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;18;CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO;SANTANA;24080;24.08;2212;36.88;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;19;HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;ITAIM PAULISTA;19590;19.59;1796;29.95;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;20;HOSP MUN PROF DR WALDOMIRO DE PAULA;ITAQUERA;9450;9.45;931;15.53;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;21;HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP;PARQUE DAS NACOES;19780;19.78;1772;29.55;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;22;HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;BELENZINHO;14390;14.39;1366;22.77;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;19950;19.95;1964;32.75;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;17490;17.49;1613;26.89;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;21870;21.87;2054;34.24;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;26;HOSP MUN INFANTIL MENINO JESUS;BELA VISTA;21050;21.05;2117;35.28;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;28;HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;VILA NOVA CACHOEIRIN;30300;30.3;2357;39.29;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;29;HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;JARDIM SAO PAULO;13850;13.85;1312;21.88;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;30;HOSP MUN DR CARMINO CARICCHIO;TATUAPE;12060;12.06;1218;20.31;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;31;HOSP MUN TIDE SETUBAL;SAO MIGUEL PAULISTA;14080;14.08;1329;22.16;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;32;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;VILA NHOCUNE;8530;8.53;923;15.39;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;26270;26.27;2337;38.95;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;36650;36.65;2746;45.77;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;13990;13.99;1559;25.99;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;36;HOSPITAL MUNICIPAL DR BENEDITO MONTENEGRO;JARDIM IVA;3490;3.49;472;7.88;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;37;HOSP MUN IGNACIO PROENCA DE GOUVEA;PARQUE DA MOOCA;14010;14.01;1259;21.0;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;38;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;AGUA RASA;12510;12.51;1302;21.71;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;40;HOSPITAL REGIONAL SUL SAO PAULO;SANTO AMARO;31210;31.21;3090;51.5;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;42;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;JARDIM SAPOPEMBA;4170;4.17;420;7.0;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;43;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;JARDIM IRACEMA;30000;30.0;2208;36.81;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;46;HOSP DO SERV PUB MUNICIPAL HSPM;LIBERDADE;19960;19.96;1941;32.36;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;47;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;CAMPO LIMPO;35050;35.05;3304;55.07;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;48;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;CARANDIRU;20390;20.39;1792;29.87;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;49;HOSP MUN VER JOSE STOROPOLLI;PARQUE NOVO MUNDO;13410;13.41;1320;22.01;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;50;CENTRO MEDICO PMESP;TREMEMBE;27830;27.83;2304;38.4;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;51;HOSP MUN CARMEN PRUDENTE;CIDADE TIRADENTES;10780;10.78;1052;17.55;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;53;INSTITUTO DE REABILITACAO LUCY MONTORO;VILA ANDRADE;32870;32.87;3169;52.82;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;55;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;CERQUEIRA CESAR;25310;25.31;2434;40.57;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;56;HOSP MUN SOROCABANA;VILA ROMANA;29470;29.47;2319;38.67;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;57;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;VILA MASCOTE;25370;25.37;2526;42.11;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;58;HOSP MUN CAPELA DO SOCORRO;JARDIM DAS IMBUIAS;35390;35.39;3480;58.02;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;59;HOSP MUN JOSANIAS CASTANHA BRAGA;JARDIM ROSCHEL;47780;47.78;4284;71.4;ok;
16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;233;HOSP MUN SOROCABANA;ALTO DE PINHEIROS;34420;34.42;2639;43.99;ok;
17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;1;HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES;CONSOLACAO;6350;6.35;723;12.06;ok;
17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;2;HOSPITAL MUNICIPAL BRASILANDIA;JARDIM MARISTELA;20650;20.65;1819;30.32;ok;
17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;3;HOSPITAL MUNICIPAL GUARAPIRANGA;RIVIERA PAULISTA;24660;24.66;2347;39.12;ok;
17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;4;INSTITUTO DE INFECTOLOGIA EMILIO RIBAS;SUMARE;9500;9.5;1073;17.89;ok;
17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;5;HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;IBIRAPUERA;6280;6.28;738;12.31;ok;
17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;6;HOSPITAL MATERNIDADE INTERLAGOS;JD LEBLON;19490;19.49;2080;34.68;ok;
17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;16600;16.6;1811;30.19;ok;
17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;4260;4.26;448;7.48;ok;
17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;13210;13.21;1506;25.11;ok;
17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;11;HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;VILA ANTONIO;20540;20.54;1929;32.16;ok;
