origin_id;origin_hospital;origin_bairro;origin_latitude;origin_longitude;destination_id;destination_hospital;destination_bairro;destination_latitude;destination_longitude;distance_meters;distance_km;duration_seconds;duration_minutes;status;error_message
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;46;HOSP DO SERV PUB MUNICIPAL HSPM;LIBERDADE;-23.5673424;-46.639071;16149;16.15;1753;29.22;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;47;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;CAMPO LIMPO;-23.6490957;-46.7490028;10980;10.98;1138;18.98;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;48;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;CARANDIRU;-23.5085713;-46.6201015;23030;23.03;2380;39.68;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;49;HOSP MUN VER JOSE STOROPOLLI;PARQUE NOVO MUNDO;-23.522085;-46.5617446;30700;30.7;2751;45.86;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;50;CENTRO MEDICO PMESP;TREMEMBE;-23.4690239;-46.6188727;28080;28.08;2944;49.07;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;51;HOSP MUN CARMEN PRUDENTE;CIDADE TIRADENTES;-23.5833632;-46.4092773;37160;37.16;3501;58.35;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;53;INSTITUTO DE REABILITACAO LUCY MONTORO;VILA ANDRADE;-23.6322694;-46.7351129;10650;10.65;1134;18.9;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;55;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;CERQUEIRA CESAR;-23.5561305;-46.6681716;21730;21.73;1804;30.07;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;56;HOSP MUN SOROCABANA;VILA ROMANA;-23.5238763;-46.7013591;23970;23.97;1992;33.2;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;57;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;VILA MASCOTE;-23.6470652;-46.662824;5320;5.32;616;10.28;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;58;HOSP MUN CAPELA DO SOCORRO;JARDIM DAS IMBUIAS;-23.7296842;-46.7129995;8320;8.32;1014;16.91;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;59;HOSP MUN JOSANIAS CASTANHA BRAGA;JARDIM ROSCHEL;-23.8247733;-46.7266429;21990;21.99;1845;30.76;ok;
7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;233;HOSP MUN SOROCABANA;ALTO DE PINHEIROS;-23.5375934;-46.7227993;23340;23.34;1739;28.99;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;1;HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES;CONSOLACAO;-23.5573928;-46.6562429;10130;10.13;1047;17.45;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;2;HOSPITAL MUNICIPAL BRASILANDIA;JARDIM MARISTELA;-23.476544;-46.6980006;23520;23.52;2075;34.6;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;3;HOSPITAL MUNICIPAL GUARAPIRANGA;RIVIERA PAULISTA;-23.6911689;-46.7517858;23830;23.83;2402;40.05;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;4;INSTITUTO DE INFECTOLOGIA EMILIO RIBAS;SUMARE;-23.5470783;-46.6812257;13270;13.27;1397;23.29;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;5;HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;IBIRAPUERA;-23.5966175;-46.6539691;8540;8.54;925;15.43;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;6;HOSPITAL MATERNIDADE INTERLAGOS;JD LEBLON;-23.7069613;-46.7021968;19600;19.6;2059;34.33;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;16710;16.71;1789;29.83;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;0;0.0;0;0.0;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;15780;15.78;1744;29.08;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;11;HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;VILA ANTONIO;-23.5777487;-46.764842;23320;23.32;2197;36.63;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;12;HOSPITAL UNIVERSITARIO DA USP SAO PAULO;BUTANTA;-23.5649058;-46.7409515;20600;20.6;2250;37.5;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;-23.4869816;-46.7239346;23710;23.71;2102;35.04;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;-23.5930526;-46.5607618;6450;6.45;666;11.1;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;-23.5947358;-46.4867109;15610;15.61;1587;26.46;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;-23.584203;-46.6116295;4160;4.16;385;6.43;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;18;CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO;SANTANA;-23.4849783;-46.6314355;16309;16.31;1719;28.66;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;19;HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;ITAIM PAULISTA;-23.4924231;-46.3889814;38000;38.0;2597;43.3;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;20;HOSP MUN PROF DR WALDOMIRO DE PAULA;ITAQUERA;-23.5321357;-46.4472128;22680;22.68;2203;36.73;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;21;HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP;PARQUE DAS NACOES;-23.691152;-46.5848155;12810;12.81;880;14.67;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;22;HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;BELENZINHO;-23.5359031;-46.5887061;10800;10.8;1112;18.55;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;6350;6.35;692;11.54;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;6090;6.09;600;10.01;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;11120;11.12;1128;18.81;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;26;HOSP MUN INFANTIL MENINO JESUS;BELA VISTA;-23.56022;-46.6469982;9590;9.59;1033;17.23;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;28;HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;VILA NOVA CACHOEIRIN;-23.4802096;-46.6709709;19790;19.79;1974;32.91;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;29;HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;JARDIM SAO PAULO;-23.5523813;-46.4053829;28130;28.13;2642;44.04;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;30;HOSP MUN DR CARMINO CARICCHIO;TATUAPE;-23.5329502;-46.5664411;11920;11.92;1243;20.73;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;31;HOSP MUN TIDE SETUBAL;SAO MIGUEL PAULISTA;-23.4973179;-46.439865;31410;31.41;2283;38.07;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;32;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;VILA NHOCUNE;-23.5424212;-46.5015398;16500;16.5;1662;27.71;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;-23.6533422;-46.6456764;10430;10.43;1077;17.96;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;-23.4436996;-46.7177512;27980;27.98;2368;39.48;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;-23.499644;-46.4729162;23950;23.95;2331;38.85;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;36;HOSPITAL MUNICIPAL DR BENEDITO MONTENEGRO;JARDIM IVA;-23.5875541;-46.5145716;12490;12.49;1230;20.51;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;37;HOSP MUN IGNACIO PROENCA DE GOUVEA;PARQUE DA MOOCA;-23.5717374;-46.590166;5350;5.35;541;9.03;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;38;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;AGUA RASA;-23.551918;-46.5852143;9110;9.11;885;14.76;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;40;HOSPITAL REGIONAL SUL SAO PAULO;SANTO AMARO;-23.6555597;-46.7058596;16940;16.94;1743;29.06;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;42;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;JARDIM SAPOPEMBA;-23.611336;-46.493671;13940;13.94;1370;22.85;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;43;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;JARDIM IRACEMA;-23.4934229;-46.7008274;21320;21.32;1831;30.52;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;46;HOSP DO SERV PUB MUNICIPAL HSPM;LIBERDADE;-23.5673424;-46.639071;8080;8.08;939;15.65;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;47;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;CAMPO LIMPO;-23.6490957;-46.7490028;21910;21.91;2003;33.4;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;48;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;CARANDIRU;-23.5085713;-46.6201015;13380;13.38;1404;23.41;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;49;HOSP MUN VER JOSE STOROPOLLI;PARQUE NOVO MUNDO;-23.522085;-46.5617446;15670;15.67;1540;25.67;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;50;CENTRO MEDICO PMESP;TREMEMBE;-23.4690239;-46.6188727;18230;18.23;1989;33.15;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;51;HOSP MUN CARMEN PRUDENTE;CIDADE TIRADENTES;-23.5833632;-46.4092773;25290;25.29;2399;40.0;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;53;INSTITUTO DE REABILITACAO LUCY MONTORO;VILA ANDRADE;-23.6322694;-46.7351129;19730;19.73;1868;31.15;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;55;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;CERQUEIRA CESAR;-23.5561305;-46.6681716;12980;12.98;1381;23.02;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;56;HOSP MUN SOROCABANA;VILA ROMANA;-23.5238763;-46.7013591;17780;17.78;1848;30.81;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;57;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;VILA MASCOTE;-23.6470652;-46.662824;11100;11.1;1180;19.67;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;58;HOSP MUN CAPELA DO SOCORRO;JARDIM DAS IMBUIAS;-23.7296842;-46.7129995;23050;23.05;2478;41.31;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;59;HOSP MUN JOSANIAS CASTANHA BRAGA;JARDIM ROSCHEL;-23.8247733;-46.7266429;36120;36.12;3347;55.8;ok;
8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;233;HOSP MUN SOROCABANA;ALTO DE PINHEIROS;-23.5375934;-46.7227993;22930;22.93;2008;33.48;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;1;HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES;CONSOLACAO;-23.5573928;-46.6562429;7760;7.76;896;14.94;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;2;HOSPITAL MUNICIPAL BRASILANDIA;JARDIM MARISTELA;-23.476544;-46.6980006;22630;22.63;1697;28.29;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;3;HOSPITAL MUNICIPAL GUARAPIRANGA;RIVIERA PAULISTA;-23.6911689;-46.7517858;15820;15.82;1471;24.52;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;4;INSTITUTO DE INFECTOLOGIA EMILIO RIBAS;SUMARE;-23.5470783;-46.6812257;8050;8.05;1018;16.98;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;5;HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;IBIRAPUERA;-23.5966175;-46.6539691;7970;7.97;824;13.75;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;6;HOSPITAL MATERNIDADE INTERLAGOS;JD LEBLON;-23.7069613;-46.7021968;17110;17.11;1606;26.77;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;16100;16.1;1566;26.11;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;17180;17.18;1738;28.97;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;0;0.0;0;0.0;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;11;HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;VILA ANTONIO;-23.5777487;-46.764842;11220;11.22;893;14.9;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;12;HOSPITAL UNIVERSITARIO DA USP SAO PAULO;BUTANTA;-23.5649058;-46.7409515;8230;8.23;1006;16.77;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;-23.4869816;-46.7239346;22830;22.83;1723;28.73;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;-23.5930526;-46.5607618;19600;19.6;2010;33.51;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;-23.5947358;-46.4867109;32759;32.76;2818;46.97;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;-23.584203;-46.6116295;13480;13.48;1437;23.96;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;18;CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO;SANTANA;-23.4849783;-46.6314355;17850;17.85;1949;32.48;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;19;HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;ITAIM PAULISTA;-23.4924231;-46.3889814;45380;45.38;3100;51.68;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;20;HOSP MUN PROF DR WALDOMIRO DE PAULA;ITAQUERA;-23.5321357;-46.4472128;42620;42.62;3043;50.72;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;21;HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP;PARQUE DAS NACOES;-23.691152;-46.5848155;23510;23.51;2093;34.89;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;22;HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;BELENZINHO;-23.5359031;-46.5887061;17040;17.04;1765;29.43;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;10090;10.09;1010;16.85;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;13470;13.47;1437;23.95;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;11620;11.62;1304;21.74;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;26;HOSP MUN INFANTIL MENINO JESUS;BELA VISTA;-23.56022;-46.6469982;9160;9.16;1058;17.65;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;28;HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;VILA NOVA CACHOEIRIN;-23.4802096;-46.6709709;24020;24.02;1796;29.94;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;29;HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;JARDIM SAO PAULO;-23.5523813;-46.4053829;50560;50.56;3621;60.36;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;30;HOSP MUN DR CARMINO CARICCHIO;TATUAPE;-23.5329502;-46.5664411;18950;18.95;1969;32.82;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;31;HOSP MUN TIDE SETUBAL;SAO MIGUEL PAULISTA;-23.4973179;-46.439865;38790;38.79;2786;46.45;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;32;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;VILA NHOCUNE;-23.5424212;-46.5015398;25670;25.67;2574;42.91;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;-23.6533422;-46.6456764;13370;13.37;1384;23.07;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;-23.4436996;-46.7177512;27090;27.09;1990;33.17;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;-23.499644;-46.4729162;31330;31.33;2834;47.24;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;36;HOSPITAL MUNICIPAL DR BENEDITO MONTENEGRO;JARDIM IVA;-23.5875541;-46.5145716;24870;24.87;2536;42.27;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;37;HOSP MUN IGNACIO PROENCA DE GOUVEA;PARQUE DA MOOCA;-23.5717374;-46.590166;16420;16.42;1701;28.36;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;38;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;AGUA RASA;-23.551918;-46.5852143;16020;16.02;1656;27.61;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;40;HOSPITAL REGIONAL SUL SAO PAULO;SANTO AMARO;-23.6555597;-46.7058596;11680;11.68;1152;19.2;ok;
10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;42;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;JARDIM SAPOPEMBA;-23.611336;-46.493671;29070;29.07;2826;47.12;ok;
